idx_pk,age,workclass,fnlwgt,education,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,income
8259,0,4,2,9,9,0,3,1,4,1,0,0,1,39,0
8260,0,4,2,0,10,0,3,1,4,1,0,0,1,39,0
8261,2,4,0,9,9,2,12,1,4,0,0,0,1,39,0
8262,1,4,3,14,13,4,4,0,2,1,0,0,2,39,1
8263,3,4,3,0,10,4,3,0,4,1,0,0,1,39,1
8264,3,4,3,0,10,4,7,0,2,1,0,0,2,39,0
8265,0,4,0,14,13,0,1,3,4,0,0,0,1,39,0
8266,3,4,4,14,13,4,4,0,4,1,3,0,1,39,1
8267,2,4,1,14,13,4,12,0,4,1,0,0,2,39,1
8268,2,6,3,14,13,4,4,0,4,1,0,0,2,39,1
8269,4,2,2,14,13,4,1,5,4,0,0,3,1,39,0
8270,2,4,1,14,13,4,10,0,4,1,0,3,2,39,1
8271,2,4,2,0,10,2,7,4,4,0,0,0,1,39,0
8272,4,6,0,9,9,4,12,0,4,1,0,0,1,39,0
8273,3,4,4,8,3,0,6,1,4,1,0,0,1,26,0
8274,4,4,2,9,9,2,8,4,2,0,0,0,1,23,0
8275,1,4,3,9,9,0,5,4,4,0,0,0,1,39,0
8276,0,4,4,9,9,0,3,3,2,1,0,0,1,39,0
8277,2,4,3,9,9,2,8,1,4,0,0,0,1,39,0
8278,1,4,0,14,13,4,3,0,4,1,0,0,1,39,1
8279,2,4,4,9,9,4,12,0,4,1,0,0,2,39,1
8280,3,2,0,12,16,0,10,1,4,0,0,0,2,39,0
8281,3,7,0,14,13,0,4,1,4,0,0,0,2,39,0
8282,2,4,1,8,3,4,7,5,1,0,0,3,3,0,0
8283,2,4,4,10,11,4,4,0,4,1,0,0,2,39,1
8284,0,4,2,9,9,0,12,1,4,1,0,0,1,39,0
8285,4,6,3,9,9,5,4,1,4,1,0,0,3,39,0
8286,2,6,4,15,14,0,10,1,4,1,0,0,1,39,0
8287,3,4,4,8,3,3,6,1,4,1,0,0,2,26,0
8288,2,4,0,3,7,0,14,4,0,1,0,0,3,39,0
8289,2,6,2,9,9,4,3,0,4,1,0,3,1,39,0
8290,3,4,1,9,9,4,14,0,4,1,0,0,2,39,1
8291,0,4,4,3,7,0,6,3,4,1,0,0,0,39,0
8292,4,4,3,7,4,1,7,4,2,0,0,0,1,39,0
8293,5,4,0,9,9,1,8,2,4,0,0,0,0,39,0
8294,3,1,2,0,10,0,1,1,4,1,0,0,1,39,0
8295,1,4,1,0,10,0,14,3,4,1,0,0,2,39,0
8296,1,4,1,0,10,4,7,0,4,1,0,0,2,39,0
8297,0,0,0,0,10,0,0,1,4,0,0,0,1,39,0
8298,1,4,3,0,10,0,3,3,4,1,0,0,1,39,0
8299,0,6,1,9,9,0,3,3,4,1,0,0,1,39,0
8300,0,4,1,9,9,0,1,3,4,0,0,0,1,39,0
8301,3,4,4,14,13,4,4,0,4,1,0,0,1,39,1
8302,1,4,0,4,6,4,1,5,4,0,0,0,1,39,0
8303,3,4,4,0,10,4,1,0,4,1,0,0,2,26,0
8304,2,4,1,9,9,2,8,1,2,1,0,0,1,39,0
8305,4,4,4,6,5,2,8,4,4,0,0,0,1,39,0
8306,0,4,3,0,10,0,12,3,4,0,0,0,1,39,0
8307,1,4,2,9,9,4,12,5,4,0,0,0,0,39,0
8308,2,4,0,3,7,4,14,0,4,1,0,0,2,39,0
8309,3,4,1,9,9,2,4,1,4,0,0,0,2,39,0
8310,5,4,1,5,2,1,9,1,2,0,0,0,0,39,0
8311,5,4,0,9,9,1,1,1,4,0,3,0,1,39,0
8312,1,4,1,9,9,0,8,3,2,0,0,0,1,39,0
8313,0,4,2,9,9,0,1,3,4,1,0,0,2,39,0
8314,3,7,1,9,9,3,1,4,2,0,3,0,1,39,0
8315,0,4,2,0,10,0,14,3,4,1,0,0,1,39,0
8316,4,2,3,9,9,4,6,0,4,1,3,0,1,39,0
8317,0,4,3,9,9,0,12,3,4,0,0,0,0,39,0
8318,3,1,0,9,9,4,1,0,4,1,0,0,1,39,0
8319,3,4,0,6,5,2,14,1,4,1,0,0,2,39,0
8320,4,4,2,9,9,4,4,5,4,0,0,0,1,39,0
8321,3,4,1,0,10,4,14,0,4,1,0,3,1,39,0
8322,0,0,1,0,10,0,0,3,4,1,0,0,1,39,0
8323,3,4,3,0,10,4,3,0,4,1,0,0,1,39,0
8324,0,4,2,9,9,0,14,4,4,1,0,0,2,39,0
8325,3,7,1,1,15,4,4,0,4,1,0,0,2,39,1
8326,0,4,0,9,9,0,1,3,4,0,0,0,1,39,0
8327,2,7,0,1,15,4,10,0,4,1,0,3,3,39,1
8328,3,4,0,14,13,0,10,1,4,0,0,0,1,39,0
8329,3,4,2,9,9,3,1,4,4,0,0,0,1,33,0
8330,3,4,0,0,10,3,4,4,0,0,0,0,0,39,0
8331,0,4,1,9,9,0,3,3,4,1,0,0,1,39,0
8332,4,4,4,0,10,2,8,1,4,1,0,0,1,39,0
8333,1,4,3,14,13,4,12,0,4,1,0,0,2,39,1
8334,4,4,1,9,9,4,1,5,2,0,0,0,1,39,0
8335,4,7,1,0,10,2,1,1,4,0,0,0,1,39,0
8336,4,4,0,9,9,2,8,4,4,0,0,0,1,39,0
8337,5,4,2,9,9,4,6,0,4,1,0,0,0,39,0
8338,1,4,3,9,9,0,1,1,4,1,0,0,1,39,0
8339,3,4,1,9,9,4,1,5,4,0,0,0,1,39,1
8340,3,2,2,0,10,4,11,0,4,1,0,0,1,39,1
8341,3,4,3,9,9,0,10,4,2,0,0,0,1,39,0
8342,1,4,3,9,9,4,4,0,4,1,0,0,1,39,0
8343,0,4,3,0,10,0,6,3,4,0,0,0,1,39,0
8344,1,4,1,9,9,2,1,4,4,0,0,0,2,39,0
8345,1,4,4,9,9,2,14,1,4,1,0,0,1,39,0
8346,1,4,3,14,13,0,7,1,4,1,0,0,1,39,0
8347,2,2,3,0,10,2,1,1,4,0,0,0,1,39,0
8348,3,4,1,9,9,4,7,0,4,1,3,0,1,39,1
8349,3,7,4,9,9,0,8,1,2,0,0,0,1,39,0
8350,0,4,3,0,10,4,12,0,4,1,0,0,1,8,0
8351,4,4,3,0,10,4,1,0,4,1,3,0,1,39,1
8352,0,4,1,3,7,0,12,3,4,0,0,0,1,39,0
8353,1,4,1,14,13,0,3,1,4,1,3,0,1,39,0
8354,1,4,0,4,6,2,3,1,4,1,0,0,2,39,0
8355,1,6,0,3,7,4,4,0,4,1,0,0,3,39,0
8356,2,4,1,2,8,4,12,5,1,0,0,0,1,0,0
8357,2,2,1,9,9,0,1,3,4,0,0,0,1,39,0
8358,2,4,1,9,9,2,8,4,4,0,0,0,1,39,0
8359,1,4,0,14,13,4,4,0,4,1,3,0,2,39,1
8360,2,4,1,9,9,2,13,1,4,0,0,0,2,39,1
8361,3,5,0,14,13,0,12,3,4,1,0,0,1,39,1
8362,4,4,2,3,7,4,3,0,4,1,0,0,2,39,0
8363,2,4,2,1,15,4,4,5,4,0,3,0,2,39,1
8364,2,0,1,9,9,2,0,4,4,0,0,0,1,39,0
8365,1,4,3,9,9,4,10,0,4,1,0,0,1,0,0
8366,4,4,1,14,13,4,10,0,4,1,3,0,1,39,1
8367,3,4,1,0,10,4,10,0,4,1,3,0,1,39,1
8368,1,4,2,14,13,4,4,0,4,1,0,0,1,39,0
8369,1,4,0,9,9,4,12,0,4,1,0,0,1,39,0
8370,4,5,0,7,4,4,3,0,4,1,0,0,2,39,1
8371,2,4,2,0,10,0,8,1,4,0,0,0,1,39,0
8372,1,4,0,0,10,0,12,1,2,1,0,0,1,39,0
8373,2,6,2,0,10,4,3,0,4,1,0,3,1,39,1
8374,3,4,2,0,10,3,12,1,4,1,0,0,2,39,0
8375,1,4,2,10,11,4,6,0,4,1,0,0,3,39,0
8376,0,4,4,9,9,0,8,3,4,0,0,0,1,26,0
8377,2,4,2,14,13,4,5,0,4,1,0,0,2,39,1
8378,2,4,2,10,11,0,7,3,4,1,0,0,1,39,0
8379,4,4,2,7,4,2,8,1,4,1,0,0,1,39,0
8380,1,1,2,0,10,0,1,1,2,0,0,0,3,39,0
8381,5,4,1,9,9,1,12,4,4,1,0,0,1,39,0
8382,2,4,2,9,9,0,1,1,4,0,0,0,1,39,0
8383,1,7,2,13,12,0,1,1,4,0,3,0,1,39,0
8384,0,4,3,0,10,0,12,3,4,0,0,0,1,39,0
8385,4,4,1,9,9,1,8,4,2,0,0,0,1,39,0
8386,1,4,3,13,12,2,10,1,4,0,0,0,1,39,0
8387,1,0,0,9,9,4,0,0,4,1,0,0,1,39,0
8388,1,7,2,14,13,0,4,1,1,0,3,0,2,39,0
8389,0,4,1,9,9,0,12,1,4,1,0,0,1,39,0
8390,2,2,2,15,14,2,10,1,2,1,0,0,1,39,0
8391,0,2,4,2,8,0,8,3,2,1,0,0,0,39,0
8392,1,4,0,13,12,4,14,5,4,0,0,3,1,39,1
8393,3,5,1,0,10,4,4,0,4,1,0,0,4,39,1
8394,2,6,0,9,9,4,4,0,4,1,0,0,1,39,1
8395,0,4,3,9,9,0,12,1,4,0,0,0,1,39,0
8396,2,4,4,9,9,4,3,0,4,1,0,0,2,39,0
8397,1,4,2,14,13,4,4,0,4,1,0,0,1,39,1
8398,1,4,2,9,9,2,6,3,4,1,0,0,1,39,0
8399,0,4,3,9,9,0,8,4,4,1,0,0,1,39,0
8400,1,4,2,14,13,0,10,1,4,1,3,0,2,39,1
8401,3,4,3,14,13,4,14,0,4,1,0,0,2,39,1
8402,5,4,3,14,13,1,10,1,4,1,0,3,1,39,1
8403,2,4,2,0,10,2,1,4,4,0,0,0,1,39,0
8404,2,4,3,14,13,2,1,1,4,0,0,0,1,39,0
8405,1,4,4,9,9,0,3,4,4,1,0,0,1,26,0
8406,4,2,1,0,10,2,1,1,4,0,0,0,1,39,0
8407,1,4,3,14,13,0,4,1,4,1,0,3,1,39,0
8408,1,4,1,14,13,0,1,1,4,0,0,0,1,39,0
8409,3,4,1,14,13,4,10,0,4,1,0,0,1,39,1
8410,2,4,1,0,10,0,3,1,4,0,0,0,3,39,0
8411,2,4,4,9,9,2,1,2,2,1,0,0,1,39,0
8412,1,4,0,13,12,4,12,0,4,1,0,0,2,39,0
8413,1,4,3,0,10,4,3,0,4,1,0,0,2,39,1
8414,2,4,0,0,10,4,3,2,1,1,0,0,1,30,0
8415,0,4,3,14,13,0,12,2,2,0,0,0,1,39,0
8416,0,4,3,14,13,0,13,4,4,1,0,0,1,39,0
8417,2,4,2,9,9,1,6,4,4,0,0,0,1,39,0
8418,1,4,4,14,13,0,12,1,4,1,3,0,2,39,0
8419,4,4,3,0,10,4,3,0,4,1,0,0,2,39,0
8420,1,4,3,14,13,0,12,3,4,1,0,0,0,39,0
8421,3,6,2,0,10,2,4,1,4,0,0,0,3,39,0
8422,2,5,0,9,9,4,4,0,4,1,0,0,2,39,0
8423,1,4,4,9,9,4,4,5,4,0,0,0,2,39,0
8424,1,7,0,15,14,0,10,4,2,0,0,0,1,39,0
8425,2,4,0,9,9,4,4,0,4,1,0,0,2,39,0
8426,2,4,2,9,9,4,3,0,4,1,0,0,2,39,0
8427,0,4,0,10,11,0,8,3,1,1,0,0,0,39,0
8428,3,4,2,6,5,2,6,1,4,0,0,0,1,39,0
8429,0,0,3,9,9,0,0,3,2,0,0,0,1,39,0
8430,1,4,2,13,12,0,10,1,4,0,0,0,1,39,0
8431,5,4,1,7,4,4,6,0,4,1,0,0,0,39,0
8432,2,4,1,9,9,2,3,1,4,1,0,0,1,39,0
8433,1,4,4,0,10,0,3,3,4,1,0,0,2,39,0
8434,0,4,1,9,9,4,12,0,2,1,0,0,1,39,0
8435,0,4,2,0,10,0,1,3,4,1,0,0,1,39,0
8436,5,4,1,9,9,1,6,2,2,1,0,0,1,39,0
8437,2,4,1,14,13,4,4,0,4,1,3,0,1,39,1
8438,2,4,3,13,12,0,1,1,3,0,0,0,2,39,0
8439,2,4,1,10,11,2,10,4,4,0,0,0,1,39,0
8440,0,4,0,9,9,0,14,3,4,1,0,0,1,39,0
8441,2,4,2,9,9,2,3,4,4,1,0,0,1,39,0
8442,3,4,2,15,14,3,4,1,4,1,3,0,2,39,1
8443,2,4,0,9,9,4,13,0,4,1,0,0,1,39,0
8444,2,7,1,14,13,0,4,1,4,0,0,0,1,39,0
8445,0,4,4,0,10,0,1,3,2,0,0,0,0,39,0
8446,5,0,0,9,9,4,0,0,4,1,3,0,1,39,0
8447,5,0,3,10,11,1,0,1,4,0,0,0,0,39,0
8448,3,4,3,14,13,4,12,0,4,1,0,0,2,39,1
8449,5,4,0,9,9,2,7,1,4,1,0,0,0,39,0
8450,3,4,1,9,9,0,10,4,4,0,0,3,1,39,0
8451,4,5,3,9,9,2,4,1,4,1,0,0,2,39,0
8452,5,4,2,9,9,1,9,4,4,0,0,0,0,5,0
8453,1,1,3,9,9,0,1,1,4,1,0,0,1,39,0
8454,1,4,2,14,13,6,4,5,4,0,0,0,1,39,1
8455,2,4,3,0,10,0,8,1,4,1,0,0,1,39,0
8456,1,4,2,9,9,3,13,3,4,0,0,0,1,39,0
8457,0,4,1,14,13,0,8,1,4,1,0,0,1,39,0
8458,2,4,4,14,13,4,10,0,4,1,0,0,1,39,1
8459,2,6,1,1,15,4,10,0,4,1,0,0,1,39,0
8460,1,4,4,14,13,0,10,1,4,1,0,0,1,39,0
8461,2,4,1,14,13,0,8,1,4,1,0,0,0,39,0
8462,4,4,4,14,13,0,1,1,4,1,0,0,1,39,0
8463,4,6,4,9,9,4,4,0,4,1,0,0,1,39,1
8464,1,4,1,9,9,2,4,4,4,0,0,0,1,39,0
8465,2,7,1,9,9,0,8,4,2,0,0,0,1,39,0
8466,0,4,4,8,3,0,1,1,4,0,0,0,1,26,0
8467,2,7,2,15,14,4,10,0,4,1,0,0,1,39,1
8468,2,4,1,10,11,4,1,5,4,0,0,0,1,39,1
8469,0,4,1,0,10,0,14,3,4,1,0,0,1,39,0
8470,2,2,4,13,12,0,4,1,4,1,0,0,1,39,0
8471,2,4,2,14,13,4,12,0,4,1,0,0,2,39,1
8472,5,0,2,14,13,4,0,0,4,1,0,0,0,39,0
8473,1,4,1,0,10,4,3,0,4,1,0,3,1,39,0
8474,3,6,1,9,9,4,5,0,4,1,0,0,3,39,0
8475,3,4,0,9,9,2,4,4,4,0,0,0,2,39,0
8476,1,4,0,10,11,4,10,0,4,1,3,0,2,39,1
8477,0,4,2,0,10,4,9,5,4,0,0,0,1,0,0
8478,1,7,0,15,14,4,10,0,1,1,0,0,0,3,0
8479,1,4,1,0,10,4,4,0,4,1,3,0,2,39,1
8480,2,4,4,13,12,2,4,1,4,1,0,0,1,39,1
8481,1,4,4,0,10,0,8,3,4,0,0,0,1,39,0
8482,1,4,3,9,9,0,11,4,4,1,0,0,2,39,0
8483,1,4,1,9,9,0,8,1,4,1,0,0,1,39,0
8484,2,7,1,14,13,0,1,1,4,0,0,0,1,39,0
8485,1,4,4,2,8,0,14,3,2,1,0,0,1,39,0
8486,0,4,4,0,10,0,14,1,2,1,0,0,1,39,0
8487,2,4,3,0,10,2,13,1,4,0,0,0,1,31,0
8488,1,4,0,10,11,4,13,0,4,1,0,0,1,39,0
8489,0,4,4,9,9,4,5,0,4,1,0,0,2,39,0
8490,2,5,4,14,13,4,12,0,4,1,3,0,1,39,1
8491,1,6,4,9,9,4,5,0,4,1,0,0,2,39,0
8492,1,4,3,10,11,0,13,1,4,1,0,0,1,39,0
8493,3,4,0,9,9,2,8,1,2,0,0,0,1,39,0
8494,2,4,1,6,5,4,7,0,4,1,0,0,1,39,0
8495,3,6,2,12,16,4,3,0,4,1,0,0,2,39,0
8496,0,4,3,0,10,0,8,3,4,1,0,0,1,39,0
8497,1,4,0,14,13,0,10,1,1,0,0,0,1,30,1
8498,2,4,3,5,2,4,6,0,4,1,0,0,1,26,0
8499,5,0,1,0,10,4,0,0,4,1,0,0,1,39,0
8500,2,4,4,15,14,4,4,0,4,1,0,3,2,39,1
8501,0,4,4,0,10,0,8,3,4,0,0,0,0,39,0
8502,0,4,1,9,9,0,6,3,4,1,0,0,1,39,0
8503,2,4,4,1,15,4,4,0,4,1,0,0,1,39,0
8504,3,4,1,14,13,0,10,4,4,0,0,0,1,39,0
8505,1,2,4,10,11,4,11,0,4,1,0,0,2,39,1
8506,1,4,4,0,10,4,12,0,4,1,0,0,1,39,1
8507,1,2,0,0,10,2,1,4,4,0,0,0,1,39,0
8508,3,7,2,15,14,5,10,1,1,0,0,0,1,3,0
8509,0,5,2,0,10,0,14,3,4,1,0,0,1,39,0
8510,2,6,0,1,15,4,10,0,4,1,0,0,2,39,1
8511,3,6,0,14,13,3,3,1,4,1,0,0,2,39,0
8512,0,4,0,9,9,0,1,4,4,0,0,0,1,39,0
8513,1,4,0,9,9,0,8,3,4,1,0,0,1,39,0
8514,0,4,1,13,12,0,8,3,4,0,0,0,0,39,0
8515,0,4,0,2,8,0,8,3,4,0,0,0,1,39,0
8516,0,4,1,6,5,0,12,3,3,0,0,0,1,39,0
8517,1,4,1,9,9,2,3,1,4,1,0,0,1,39,0
8518,1,4,3,9,9,0,14,1,4,1,0,0,1,39,0
8519,2,4,1,9,9,3,7,2,2,0,0,0,1,39,0
8520,1,4,4,9,9,0,6,1,4,1,0,0,1,39,0
8521,4,4,3,4,6,2,8,1,2,0,0,0,1,39,0
8522,5,4,4,9,9,5,10,1,4,1,0,0,0,39,0
8523,1,4,1,13,12,2,7,1,4,1,0,0,1,39,0
8524,3,4,2,14,13,4,4,0,4,1,0,0,1,39,1
8525,3,6,0,10,11,4,12,0,4,1,0,0,2,39,1
8526,1,4,3,9,9,4,7,0,4,1,0,0,1,39,0
8527,0,4,2,0,10,0,1,1,4,0,3,0,1,39,0
8528,4,4,1,0,10,0,1,1,4,0,0,0,1,39,0
8529,5,2,0,15,14,0,10,4,4,0,3,0,2,39,1
8530,1,2,4,13,12,0,1,1,4,0,0,3,1,39,0
8531,3,4,0,10,11,4,6,0,4,1,0,0,1,12,0
8532,0,0,3,0,10,0,0,3,4,0,0,0,1,39,0
8533,1,7,1,14,13,2,10,1,4,1,3,0,2,39,0
8534,1,4,1,9,9,0,6,3,4,1,0,0,1,39,0
8535,3,4,0,14,13,5,8,1,1,1,0,0,1,30,0
8536,5,5,2,0,10,4,4,0,4,1,0,0,1,39,0
8537,1,4,4,9,9,0,8,3,4,0,0,0,1,39,0
8538,1,4,4,14,13,4,13,5,4,0,0,0,1,39,1
8539,0,4,0,0,10,0,12,1,4,0,0,0,1,39,0
8540,1,2,3,9,9,4,3,0,4,1,0,0,1,5,1
8541,2,2,2,14,13,4,11,0,4,1,0,3,1,39,1
8542,1,7,4,9,9,2,7,3,4,1,0,0,1,39,0
8543,4,0,2,9,9,4,0,0,4,1,0,0,1,39,0
8544,1,4,1,9,9,4,11,0,4,1,3,0,0,39,0
8545,2,4,1,0,10,1,4,4,4,0,0,0,2,39,0
8546,0,4,3,0,10,5,12,3,4,0,0,3,1,39,0
8547,2,4,2,9,9,2,3,1,4,1,0,0,1,39,0
8548,1,4,4,9,9,4,7,0,2,1,0,0,2,39,0
8549,1,4,3,14,13,0,4,1,4,0,0,0,2,39,0
8550,1,4,2,14,13,4,10,0,4,1,0,0,1,39,1
8551,1,6,0,9,9,2,5,1,4,1,0,0,3,33,0
8552,2,4,3,0,10,4,3,0,4,1,0,0,1,39,0
8553,0,4,3,10,11,0,8,3,4,0,0,0,0,39,0
8554,2,1,0,15,14,4,10,0,4,1,0,0,1,39,1
8555,5,4,4,3,7,4,10,0,2,1,0,0,2,39,0
8556,2,4,1,9,9,0,14,3,4,1,0,0,1,39,0
8557,2,4,1,9,9,4,7,0,4,1,0,1,1,32,0
8558,1,4,1,0,10,4,3,0,4,1,0,1,1,39,0
8559,1,1,0,14,13,0,13,1,4,1,0,1,1,39,0
8560,1,4,1,0,10,2,12,3,4,1,0,1,1,39,0
8561,2,1,4,14,13,2,4,1,4,1,0,1,1,39,1
8562,3,4,1,9,9,4,4,0,4,1,0,1,1,18,0
8563,1,4,2,7,4,3,8,3,4,1,0,1,2,26,0
8564,1,4,4,9,9,4,7,0,4,1,3,1,1,39,0
8565,0,0,3,0,10,0,0,3,4,0,3,1,0,39,0
8566,1,2,4,9,9,4,3,0,4,1,0,1,1,39,1
8567,4,4,0,9,9,4,1,5,4,0,0,1,1,39,0
8568,2,4,4,6,5,4,14,0,4,1,0,1,1,39,0
8569,0,4,3,9,9,0,12,1,4,1,0,3,2,39,0
8570,2,4,0,9,9,4,3,0,4,1,0,1,1,39,0
8571,2,4,1,9,9,4,1,5,4,0,0,1,1,39,0
8572,1,4,1,14,13,4,8,0,1,1,0,1,1,40,0
8573,2,4,1,14,13,4,10,0,4,1,0,1,2,39,1
8574,1,1,4,14,13,0,4,1,4,1,0,1,1,39,0
8575,4,5,2,10,11,4,3,0,4,1,0,1,0,39,0
8576,2,2,0,1,15,3,10,4,4,0,0,1,1,39,0
8577,4,6,0,9,9,4,5,0,4,1,0,1,1,39,1
8578,2,4,3,9,9,0,7,1,4,1,0,1,1,39,0
8579,0,4,3,0,10,0,12,3,2,1,0,1,1,39,0
8580,1,6,1,10,11,0,1,1,4,0,3,1,1,39,0
8581,3,6,2,9,9,0,5,1,4,1,3,1,1,39,1
8582,0,4,1,9,9,0,1,3,4,1,0,1,1,39,0
8583,3,4,1,9,9,2,8,4,4,0,0,1,1,39,0
8584,3,4,3,13,12,4,12,0,4,1,0,1,3,39,1
8585,2,4,2,0,10,2,1,4,4,0,3,1,2,39,0
8586,0,4,1,0,10,3,3,3,4,1,0,1,1,39,0
8587,0,4,4,9,9,0,8,3,4,0,0,1,1,26,0
8588,2,4,0,14,13,2,3,3,4,0,0,1,1,39,0
8589,0,4,0,14,13,0,10,1,4,0,0,1,1,39,0
8590,1,4,2,0,10,2,13,1,4,0,0,1,1,39,0
8591,0,4,2,9,9,0,8,3,4,1,0,1,1,39,0
8592,2,4,2,9,9,4,8,5,4,0,0,1,0,39,0
8593,2,2,0,9,9,0,8,3,4,1,0,1,1,39,0
8594,1,4,3,14,13,4,4,0,4,1,3,1,1,39,1
8595,2,6,3,9,9,3,8,4,4,0,0,1,1,39,0
8596,2,4,3,14,13,2,4,4,4,0,0,1,1,39,0
8597,1,1,2,13,12,2,11,1,4,1,3,1,1,39,0
8598,0,4,1,9,9,4,12,0,4,1,0,1,2,39,0
8599,4,7,2,14,13,4,1,0,4,1,0,1,1,39,0
8600,1,4,4,0,10,0,1,1,4,1,0,1,1,39,0
8601,1,6,2,9,9,4,3,0,4,1,0,1,2,39,0
8602,0,4,3,9,9,0,1,3,4,1,0,1,1,39,0
8603,4,2,4,7,4,1,8,1,2,0,0,1,1,39,0
8604,2,2,3,0,10,4,3,0,4,1,0,1,1,39,1
8605,0,4,4,0,10,0,14,3,4,1,0,1,2,39,0
8606,1,5,1,9,9,2,4,1,4,1,3,1,1,39,0
8607,0,0,3,9,9,0,0,4,2,0,0,1,1,39,0
8608,0,4,1,4,6,0,6,1,4,1,0,1,1,39,0
8609,4,2,4,15,14,2,10,1,4,0,0,1,1,39,0
8610,0,6,4,7,4,4,14,0,4,1,0,3,1,39,1
8611,3,4,0,9,9,4,3,0,4,1,0,1,1,39,0
8612,0,7,4,3,7,0,8,3,4,1,0,1,1,39,0
8613,3,4,1,9,9,4,7,0,4,1,3,1,1,39,1
8614,1,4,2,1,15,4,12,0,4,1,3,1,2,39,1
8615,1,4,0,4,6,0,7,1,4,0,0,1,2,39,0
8616,0,4,3,14,13,0,12,1,2,1,0,1,0,39,0
8617,1,1,2,1,15,0,10,1,4,0,0,1,3,39,1
8618,3,1,2,0,10,4,4,0,4,1,0,1,1,39,1
8619,1,4,2,14,13,4,4,0,4,1,0,1,2,39,0
8620,1,4,0,13,12,4,10,0,4,1,0,3,2,39,0
8621,2,4,0,0,10,4,12,0,4,1,3,1,3,39,0
8622,0,4,1,0,10,0,12,3,4,0,0,1,0,39,0
8623,0,4,2,14,13,0,10,3,4,0,0,1,1,39,0
8624,1,4,4,14,13,0,4,1,4,0,0,1,1,39,0
8625,4,4,3,9,9,4,6,0,4,1,0,1,1,39,0
8626,0,7,1,0,10,0,10,1,4,1,0,1,0,39,0
8627,5,4,1,9,9,1,1,4,4,0,0,1,0,39,0
8628,1,4,1,0,10,4,13,0,4,1,0,1,4,39,1
8629,3,4,3,15,14,2,12,1,4,0,0,1,1,39,0
8630,0,4,1,0,10,0,12,3,4,1,0,1,2,39,0
8631,2,4,0,9,9,2,7,1,4,1,0,1,1,39,0
8632,4,6,1,9,9,4,3,0,4,1,0,3,2,39,1
8633,0,4,1,3,7,0,3,3,1,1,3,1,1,40,1
8634,1,4,0,4,6,4,14,0,4,1,0,1,3,39,1
8635,4,4,1,9,9,4,7,0,4,1,0,1,1,39,0
8636,4,0,1,9,9,4,0,0,4,1,0,1,1,39,0
8637,0,4,2,0,10,0,1,1,4,1,0,1,1,39,0
8638,1,4,3,9,9,4,3,0,4,1,0,1,2,39,0
8639,1,4,3,9,9,2,1,1,4,0,0,1,1,11,0
8640,0,4,4,0,10,0,8,3,4,1,0,1,1,39,0
8641,0,7,0,14,13,4,13,0,4,1,0,1,1,39,0
8642,2,4,2,9,9,4,12,0,4,1,0,1,1,39,0
8643,2,0,1,0,10,4,0,0,4,1,0,1,2,39,1
8644,2,4,2,0,10,0,7,4,2,0,0,1,1,39,0
8645,1,6,4,3,7,4,7,0,4,1,0,1,1,39,0
8646,1,4,3,9,9,4,3,0,4,1,0,1,1,39,1
8647,0,4,4,10,11,0,13,4,2,0,0,1,1,39,0
8648,0,4,0,0,10,0,4,3,4,0,0,1,1,39,0
8649,1,4,3,9,9,5,9,2,2,0,0,1,2,23,0
8650,2,2,4,10,11,0,10,1,4,0,0,1,1,39,0
8651,3,6,1,0,10,4,3,0,4,1,0,1,3,31,0
8652,2,4,1,14,13,2,1,4,4,0,0,1,1,39,0
8653,2,4,2,10,11,4,12,0,4,1,0,1,1,39,1
8654,1,4,0,9,9,0,11,1,4,1,0,1,4,39,0
8655,1,4,2,4,6,4,7,0,4,1,0,1,1,39,0
8656,2,6,4,14,13,2,8,4,2,1,0,1,2,39,1
8657,0,4,4,4,6,0,8,3,4,1,0,1,1,39,0
8658,0,4,4,0,10,0,12,1,4,1,0,1,1,39,0
8659,1,4,4,9,9,0,3,3,4,1,0,1,2,39,0
8660,1,6,1,9,9,4,3,0,4,1,0,1,1,39,0
8661,2,4,1,0,10,2,4,4,4,0,0,1,2,39,0
8662,4,4,1,4,6,2,5,1,4,1,0,1,2,39,0
8663,1,7,0,0,10,2,1,4,4,0,0,1,0,39,0
8664,2,1,0,14,13,2,1,4,4,0,0,1,1,39,0
8665,3,4,3,0,10,4,13,0,4,1,0,1,1,39,1
8666,1,6,2,9,9,4,14,0,4,1,3,1,1,39,1
8667,2,4,3,14,13,4,12,0,4,1,0,1,2,39,1
8668,1,4,0,9,9,4,3,0,4,1,0,1,1,39,1
8669,3,4,0,0,10,4,4,0,4,1,0,1,4,39,1
8670,0,4,1,0,10,4,1,5,0,0,0,1,2,39,0
8671,1,7,4,15,14,0,10,1,4,1,0,1,2,39,0
8672,4,4,2,4,6,2,12,4,4,0,0,1,1,39,0
8673,1,0,2,10,11,4,0,3,4,0,0,1,1,39,0
8674,2,6,1,10,11,4,5,0,4,1,0,1,3,39,1
8675,0,4,3,0,10,0,14,3,4,1,0,1,1,39,0
8676,1,4,3,14,13,0,10,1,4,0,0,1,1,39,0
8677,0,4,4,9,9,4,14,0,4,1,0,1,1,39,0
8678,1,4,0,9,9,0,7,3,2,0,0,3,0,39,0
8679,1,4,4,15,14,0,10,1,4,1,0,1,2,39,0
8680,0,4,2,14,13,0,3,3,4,1,0,3,1,39,0
